titulo;data_noticia;LINK
Campanha de vacinação contra a gripe está em reta final em Tupã;24/05/2019 - 18:16:50;https://g1.globo.com/sp/bauru-marilia/especial-publicitario/prefeitura-de-tupa/tupa-e-minha-cidade/noticia/2019/05/24/campanha-de-vacinacao-contra-a-gripe-esta-em-reta-final-em-tupa.ghtml
___________________________________________________________________________________
VÍDEOS: JAM1 de sexta-feira, 24 de maio de 2019;24/05/2019 - 18:16:45;https://g1.globo.com/am/amazonas/edicao/2019/05/24/videos-jam1-de-sexta-feira-24-de-maio-de-2019.ghtml
___________________________________________________________________________________
PM apreende submetralhadora, pistolas e maconha em quitinete em SC;24/05/2019 - 18:16:18;https://g1.globo.com/sc/santa-catarina/noticia/2019/05/24/pm-apreende-submetralhadora-pistolas-e-maconha-em-quitinete-em-sc.ghtml
___________________________________________________________________________________
'Forró da Quixaba' tem Cavaleiros, Tropykália e Sâmya Maia neste sábado (25), em Picuí, PB;24/05/2019 - 18:16:14;https://g1.globo.com/pb/paraiba/sao-joao/2019/noticia/2019/05/24/forro-da-quixaba-tem-cavaleiros-tropykalia-e-samya-maia-neste-sabado-25-em-picui-pb.ghtml
___________________________________________________________________________________
Vídeos: MG1 TV Integração Centro-Oeste MG e Alto Paranaíba de sexta-feira, 24 de maio de 2019;24/05/2019 - 18:15:31;https://g1.globo.com/mg/centro-oeste/edicao/2019/05/24/videos-mg1-tv-integracao-centro-oeste-mg-e-alto-paranaiba-de-sexta-feira-24-de-maio-de-2019.ghtml
___________________________________________________________________________________
Como escolher a faculdade ideal para a sua carreira?;24/05/2019 - 18:15:16;https://g1.globo.com/pr/parana/especial-publicitario/unibrasil/noticia/2019/05/24/como-escolher-a-faculdade-ideal-para-a-sua-carreira.ghtml
___________________________________________________________________________________
MPF denuncia ex-prefeito de Roteiro, AL, por desvio de verba;24/05/2019 - 18:14:50;https://g1.globo.com/al/alagoas/noticia/2019/05/24/mpf-denuncia-ex-prefeito-de-roteiro-al-por-desvio-de-verba.ghtml
___________________________________________________________________________________
VÍDEOS: PITV 1 desta sexta-feira, 24 de maio de 2019;24/05/2019 - 18:14:02;https://g1.globo.com/pi/piaui/edicao/2019/05/24/videos-pitv-1-desta-sexta-feira-24-de-maio-de-2019.ghtml
___________________________________________________________________________________
VÍDEOS: Jornal Tapajós 1ª Edição de sexta-feira, 24 de maio;24/05/2019 - 18:12:50;https://g1.globo.com/pa/santarem-regiao/edicao/2019/05/24/videos-jornal-tapajos-1-edicao-de-sexta-feira-24-de-maio.ghtml
___________________________________________________________________________________
Desmatamento em MT ameaça maior águia do mundo e grupo de proteção à espécie oferece R$ 500 para quem encontrar ninho;24/05/2019 - 18:12:44;https://g1.globo.com/mt/mato-grosso/noticia/2019/05/24/desmatamento-em-mt-ameaca-maior-aguia-do-mundo-e-grupo-de-protecao-a-especie-oferece-r-500-para-quem-encontrar-ninho.ghtml
___________________________________________________________________________________
Repovoamento da fauna marinha no Tanquã alcança 1 milhão de filhotes de peixes soltos em 8 anos;24/05/2019 - 18:12:33;https://g1.globo.com/sp/piracicaba-regiao/noticia/2019/05/24/repovoamento-da-fauna-marinha-no-tanqua-alcanca-1-milhao-de-filhotes-de-peixes-soltos-em-8-anos.ghtml
___________________________________________________________________________________
Prefeitura de Dueré decreta luto oficial de três dias após assassinato de jovem no Pará;24/05/2019 - 18:12:11;https://g1.globo.com/to/tocantins/noticia/2019/05/24/prefeitura-de-duere-decreta-luto-oficial-de-tres-dias-apos-assassinato-de-mulher-no-para.ghtml
___________________________________________________________________________________
Abertura do Festival de Teatro, Dança e Contação de Histórias será neste sábado;24/05/2019 - 18:11:51;https://g1.globo.com/sp/bauru-marilia/especial-publicitario/prefeitura-de-tupa/tupa-e-minha-cidade/noticia/2019/05/24/abertura-do-festival-de-teatro-danca-e-contacao-de-historias-sera-neste-sabado.ghtml
___________________________________________________________________________________
Mulher de um dos maiores traficantes de MG é presa em casa de luxo na Pampulha;24/05/2019 - 18:11:31;https://g1.globo.com/mg/minas-gerais/noticia/2019/05/24/mulher-de-um-dos-maiores-traficantes-de-mg-e-presa-em-casa-de-luxo-na-pampulha.ghtml
___________________________________________________________________________________
Sobe para 557 o número de casos de dengue contraída dentro do RS em 2019;24/05/2019 - 18:11:05;https://g1.globo.com/rs/rio-grande-do-sul/noticia/2019/05/24/sobe-para-557-o-numero-de-casos-de-dengue-contraida-dentro-do-rs-em-2019.ghtml
___________________________________________________________________________________
"Produção de cafés especiais ajuda agricultor em tempos de preço baixo; mercado cresce no Brasil";24/05/2019 - 18:11:05;https://g1.globo.com/economia/agronegocios/noticia/2019/05/24/producao-de-cafes-especiais-ajuda-agricultor-em-tempos-de-preco-baixo-mercado-cresce-no-brasil.ghtml
___________________________________________________________________________________
Homem vai a júri 10 anos após bater na namorada e fica em liberdade: 'Beijava a boca dela ensanguentada';24/05/2019 - 18:07:49;https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2019/05/24/homem-vai-a-juri-10-anos-apos-bater-na-namorada-e-fica-em-liberdade-beijava-a-boca-dela-ensanguentada.ghtml
___________________________________________________________________________________
Hortolândia promove sarau cultural com programação gratuita voltada a mulheres;24/05/2019 - 18:07:46;https://g1.globo.com/sp/campinas-regiao/noticia/2019/05/24/hortolandia-promove-sarau-cultural-com-programacao-gratuita-voltada-a-mulheres.ghtml
___________________________________________________________________________________
Com ajuda de câmeras, polícia identifica e prende homem que invadiu escola no AC;24/05/2019 - 18:06:42;https://g1.globo.com/ac/cruzeiro-do-sul-regiao/noticia/2019/05/24/com-ajuda-de-cameras-policia-identifica-e-prende-homem-que-invadiu-escola-no-ac.ghtml
___________________________________________________________________________________
Com mistura de carimbó e brega, banda Bodó Valorizado lança primeiro single durante turnê;24/05/2019 - 18:04:22;https://g1.globo.com/rr/roraima/noticia/2019/05/24/com-mistura-de-carimbo-e-brega-banda-bodo-valorizado-lanca-primeiro-single-durante-turne.ghtml
___________________________________________________________________________________
Polícia fecha galpão usado para receptação de caminhões e cargas roubadas em Jundiaí;24/05/2019 - 18:03:05;https://g1.globo.com/sp/sorocaba-jundiai/noticia/2019/05/24/policia-fecha-galpao-usado-para-receptacao-de-caminhoes-e-cargas-roubadas-em-jundiai.ghtml
___________________________________________________________________________________
Prédio com rachaduras no Morumbi não tem condições de moradia, aponta perícia;24/05/2019 - 18:02:07;https://g1.globo.com/sp/sao-paulo/noticia/2019/05/24/predio-com-rachaduras-no-morumbi-nao-tem-condicoes-de-moradia-aponta-pericia.ghtml
___________________________________________________________________________________
Homem é preso ao tentar vender celular roubado para própria vítima em Pinda;24/05/2019 - 18:02:01;https://g1.globo.com/sp/vale-do-paraiba-regiao/noticia/2019/05/24/homem-e-preso-ao-tentar-vender-celular-roubado-para-propria-vitima-em-pinda.ghtml
___________________________________________________________________________________
